certified_per_keyper_resistance_usd,total_stress_targets,covered_stress_targets,empirical_certificate_coverage,empirical_certificate_coverage_pct
5300,1.46317e+06,1.444517e+06,0.9872516522345318,98.72516522345319
5325,1.46317e+06,1.444579e+06,0.9872940259846771,98.72940259846771
5350,1.46317e+06,1.444629e+06,0.9873281983638265,98.73281983638265
5375,1.46317e+06,1.444721e+06,0.9873910755414613,98.73910755414613
5400,1.46317e+06,1.444775e+06,0.9874279817109427,98.74279817109426
5425,1.46317e+06,1.44483e+06,0.987465571328007,98.7465571328007
5450,1.46317e+06,1.444882e+06,0.9875011106023224,98.75011106023223
5475,1.46317e+06,1.444933e+06,0.9875359664290547,98.75359664290548
5500,1.46317e+06,1.445112e+06,0.9876583035464095,98.76583035464095
5525,1.46317e+06,1.445181e+06,0.9877054614296357,98.77054614296357
5550,1.46317e+06,1.445221e+06,0.9877327993329552,98.77327993329551
5575,1.46317e+06,1.44526e+06,0.9877594537886917,98.77594537886917
5600,1.46317e+06,1.445288e+06,0.9877785903210153,98.77785903210153
5625,1.46317e+06,1.445331e+06,0.9878079785670838,98.78079785670838
5650,1.46317e+06,1.445378e+06,0.9878401006034843,98.78401006034842
5675,1.46317e+06,1.445422e+06,0.9878701722971357,98.78701722971357
5700,1.46317e+06,1.445475e+06,0.987906395019034,98.7906395019034
5725,1.46317e+06,1.445512e+06,0.9879316825796045,98.79316825796046
5750,1.46317e+06,1.44556e+06,0.9879644880635879,98.7964488063588
5775,1.46317e+06,1.445616e+06,0.9880027611282353,98.80027611282352
5800,1.46317e+06,1.445661e+06,0.9880335162694697,98.80335162694698
5825,1.46317e+06,1.445711e+06,0.988067688648619,98.80676886486191
5850,1.46317e+06,1.445752e+06,0.9880957099995216,98.80957099995216
5875,1.46317e+06,1.445859e+06,0.9881688388909012,98.81688388909012
5900,1.46317e+06,1.4459e+06,0.9881968602418038,98.81968602418037
5925,1.46317e+06,1.44595e+06,0.9882310326209531,98.82310326209532
5950,1.46317e+06,1.44602e+06,0.9882788739517623,98.82788739517623
5975,1.46317e+06,1.446124e+06,0.988349952500393,98.8349952500393
6000,1.46317e+06,1.446247e+06,0.9884340165531005,98.84340165531005
6025,1.46317e+06,1.44635e+06,0.9885044116541482,98.85044116541482
6050,1.46317e+06,1.446394e+06,0.9885344833477996,98.85344833477997
6075,1.46317e+06,1.44643e+06,0.9885590874607872,98.85590874607873
6100,1.46317e+06,1.44647e+06,0.9885864253641067,98.85864253641067
6125,1.46317e+06,1.446525e+06,0.988624014981171,98.86240149811711
6150,1.46317e+06,1.446574e+06,0.9886575039127374,98.86575039127374
6175,1.46317e+06,1.446626e+06,0.9886930431870528,98.86930431870528
6200,1.46317e+06,1.446675e+06,0.9887265321186192,98.87265321186192
6225,1.46317e+06,1.446727e+06,0.9887620713929345,98.87620713929346
6250,1.46317e+06,1.446775e+06,0.9887948768769179,98.87948768769179
6275,1.46317e+06,1.446834e+06,0.9888352002843142,98.88352002843142
6300,1.46317e+06,1.446876e+06,0.9888639050827996,98.88639050827997
6325,1.46317e+06,1.446934e+06,0.9889035450426129,98.8903545042613
6350,1.46317e+06,1.446984e+06,0.9889377174217623,98.89377174217623
6375,1.46317e+06,1.447021e+06,0.9889630049823329,98.89630049823329
6400,1.46317e+06,1.447066e+06,0.9889937601235673,98.89937601235673
6425,1.46317e+06,1.447104e+06,0.9890197311317208,98.90197311317209
6450,1.46317e+06,1.447134e+06,0.9890402345592105,98.90402345592105
6475,1.46317e+06,1.447163e+06,0.9890600545391172,98.90600545391172
6500,1.46317e+06,1.4472e+06,0.9890853420996877,98.90853420996876
6525,1.46317e+06,1.447238e+06,0.9891113131078412,98.91113131078411
6550,1.46317e+06,1.447281e+06,0.9891407013539096,98.91407013539097
6575,1.46317e+06,1.447315e+06,0.9891639385717312,98.91639385717312
6600,1.46317e+06,1.44735e+06,0.9891878592371358,98.91878592371359
6625,1.46317e+06,1.447389e+06,0.9892145136928723,98.92145136928723
6650,1.46317e+06,1.447432e+06,0.9892439019389407,98.92439019389408
6675,1.46317e+06,1.447465e+06,0.9892664557091794,98.92664557091794
