trial,order,absolute_interaction_mass,normalized_mass
77,6,15.557901663570817,0.570610732329606
77,7,3.1669769969862998,0.11615390703701135
78,1,6.570317635925921,0.4739264416016209
78,2,3.936383032426864,0.28393695810661645
78,3,6.008076306579298,0.43337116751842825
78,4,6.855332733598072,0.49448498968518934
78,5,2.751431334758209,0.19846469136638528
78,6,3.552713678800501e-15,2.5626233694043416e-16
78,7,0.0,0.0
79,1,5.971267175794182,0.20134093107409023
79,2,22.199281661939793,0.7485218643556127
79,3,30.458039450030494,1.0269930721605824
79,4,58.90290729420006,1.9861054359885904
79,5,45.785878980354596,1.5438216433054073
79,6,12.829080156021183,0.43257467257674614
79,7,2.1316282072803006e-14,7.187486262503869e-16
80,1,12.159249537446321,0.5269709547646174
80,2,5.858262403055434,0.25389183125919645
80,3,10.794925592039995,0.4678423802662609
80,4,19.1026017140667,0.8278896022940007
80,5,14.352983947448951,0.6220454339073385
80,6,4.533240735909974,0.19646658220339874
80,7,2.842170943040401e-14,1.2317713612552505e-15
81,1,13.000362102381049,0.6052898273422126
81,2,1.2546571035906222,0.058416156075141674
81,3,0.8345611704583202,0.0388567166664313
81,4,14.302335972313042,0.6659090264636641
81,5,7.493907661872921,0.348912287138738
81,6,2.4868995751603507e-14,1.1578869900789395e-15
81,7,3.552713678800501e-15,1.654124271541342e-16
82,1,13.483109249796161,0.6885069600601844
82,2,0.07069583051790929,0.0036100405668337662
82,3,5.421411445417146,0.27684115320626657
82,4,7.572016664744773,0.3866605305039189
82,5,4.5574319312179234,0.23272255282597415
82,6,2.4868995751603507e-14,1.269920486993386e-15
82,7,3.552713678800501e-15,1.814172124276266e-16
83,1,8.862200025693475,0.46264030786443716
83,2,0.2602026865474425,0.013583562846974059
83,3,22.417037282011265,1.1702540000779
83,4,22.68671982636046,1.1843324473011236
83,5,5.747568614526106,0.30004478634956794
83,6,1.2434497875801753e-14,6.491277457879833e-16
83,7,3.552713678800501e-15,1.8546507022513808e-16
84,1,12.209608060809199,0.5287559349379609
84,2,3.1533905278482948,0.13656244725241648
84,3,5.201455588888166,0.22525706797819736
84,4,25.945611020692763,1.123614758512882
84,5,26.884147102180126,1.1642595131002762
84,6,7.072315751423172,0.30627755687944563
84,7,7.105427357601002e-15,3.077115061261912e-16
85,1,7.50832401925042,0.6064821291150859
85,2,2.678618544799381,0.21636443418957085
85,3,1.9375494715001196,0.15650485058029168
85,4,1.5356744167693464,0.12404353987946587
85,5,0.0,0.0
85,6,0.0,0.0
85,7,0.0,0.0
86,1,10.077485292851788,0.38655868702984514
86,2,6.369664283035025,0.2443316949137553
86,3,15.761365513477383,0.6045846341258366
86,4,26.07429201884041,1.0001745271893552
86,5,10.926384387185243,0.4191213065515158
86,6,1.0658141036401503e-14,4.088318549204626e-16
86,7,0.0,0.0
87,1,8.836582665242489,0.33873367696616347
87,2,20.054510741796726,0.7687517245830929
87,3,20.376931416695317,0.7811111111101826
87,4,20.918258316489005,0.8018618535809178
87,5,10.306708129161667,0.3950881550330831
87,6,3.197442310920451e-14,1.2256790117806811e-15
87,7,1.7763568394002505e-14,6.809327843226007e-16
88,1,17.7626584026061,0.7626393444182612
88,2,1.5972822450761885,0.06857927775366712
88,3,2.701922816299648,0.11600699617063963
88,4,5.699622461618738,0.24471316393286963
88,5,3.708307041723952,0.15921608056072528
88,6,2.1316282072803006e-14,9.152140978544113e-16
88,7,7.105427357601002e-15,3.0507136595147043e-16
89,1,8.336697138494506,0.35273543176758204
89,2,2.7921971936594403,0.11814113747012697
89,3,21.468226284389576,0.9083458283187459
89,4,48.04359901629854,2.032781011610911
89,5,73.56164627097232,3.1124795141126333
89,6,53.58744888466602,2.267347800410725
89,7,13.109076944538442,0.5546604175837028
90,1,12.85521313491176,0.4573249554620669
90,2,0.6033144144768237,0.021462945408577253
90,3,2.0735644579325516,0.07376717627468868
90,4,57.278750130299215,2.0376948695718182
90,5,67.17232608055079,2.389659409819049
90,6,22.471065502771864,0.7994094631019021
90,7,4.263256414560601e-14,1.5166559507421819e-15
91,1,10.435179622900794,0.3992685076431826
91,2,11.245981622790651,0.4302912323291752
91,3,18.495867167900776,0.7076847307436606
91,4,29.457552326302615,1.1270982753696317
