trial,maximum_retained_order,maximum_absolute_error,mean_absolute_error,maximum_relative_error
92,2,5.177469406656819,0.7438487502443878,0.15035847265413324
92,3,5.997762731798723,0.7972558302639088,0.17418054513960937
93,1,19.56367025280304,4.83643007294277,0.518710701868312
93,2,5.6412120429409285,1.1820883398769522,0.2260167543055275
93,3,5.50511556399978,0.7732491600013144,0.1641163361328231
94,1,11.183726637118298,1.990934982646755,0.2693260092787169
94,2,6.9798344838945106,0.7028328008028741,0.1824769680556384
94,3,6.302559732623749,0.529976377199045,0.16730206733354958
95,1,14.657568459864319,2.9240311760562334,0.34379976728436457
95,2,7.743085645554288,0.9722848033663971,0.18971650147826663
95,3,8.518270173492574,0.905865972203421,0.1997998038577266
96,1,7.105427357601002e-15,3.1086244689504383e-15,2.8563509347318574e-16
96,2,1.4210854715202004e-14,2.220446049250313e-15,4.74657782667261e-16
96,3,7.105427357601002e-15,4.440892098500626e-16,2.373288913336305e-16
97,1,13.78721037915556,2.6001323915496823,0.4416000362528456
97,2,8.822411732889499,1.103902442004486,0.29169978424352233
97,3,4.404563903004512,0.5719187369071187,0.1565526187887786
98,1,15.138789853700224,2.5340158173477536,0.3921269690018078
98,2,11.36450425740944,1.590444418275057,0.2943649163329187
98,3,7.371738270931402,0.7741097976842702,0.19611785755282313
99,1,14.651050866751916,2.951843835914357,0.3727036993116121
99,2,9.141724590041658,1.1230084605971054,0.26591412881086474
99,3,5.345321674360179,0.6895742852520447,0.18108187684038707
